"","Date","Time","ppm","Lat","Lon"
"424","8/29/82","7:18:15 PM",339.23,19.5362,-155.5763
"425","9/5/82","5:57:59 AM",339.02,19.5362,-155.5763
"426","9/12/82","2:41:05 AM",338.75,19.5362,-155.5763
"427","9/19/82","4:10:09 PM",337.45,19.5362,-155.5763
"428","9/26/82","3:54:39 AM",337.54,19.5362,-155.5763
"429","10/3/82","4:42:57 AM",337.85,19.5362,-155.5763
"430","10/10/82","8:55:47 AM",338.16,19.5362,-155.5763
"431","10/17/82","7:32:40 PM",338.22,19.5362,-155.5763
"432","10/24/82","12:55:22 PM",339.38,19.5362,-155.5763
"433","10/31/82","3:53:29 AM",338.93,19.5362,-155.5763
"434","11/7/82","6:36:11 AM",339.25,19.5362,-155.5763
"435","11/14/82","9:0:26 AM",339.24,19.5362,-155.5763
"436","11/21/82","12:31:41 AM",340.25,19.5362,-155.5763
"437","11/28/82","12:36:58 PM",339.85,19.5362,-155.5763
"438","12/5/82","9:5:59 PM",340.65,19.5362,-155.5763
"439","12/12/82","11:11:46 PM",340.81,19.5362,-155.5763
"440","12/19/82","9:29:44 AM",341.26,19.5362,-155.5763
"441","12/26/82","11:40:22 PM",341.43,19.5362,-155.5763
"442","1/2/83","9:50:20 PM",341.49,19.5362,-155.5763
"443","1/9/83","5:59:21 PM",342.1,19.5362,-155.5763
"444","1/16/83","4:17:53 AM",341.38,19.5362,-155.5763
"445","1/23/83","9:5:15 AM",341.68,19.5362,-155.5763
"446","1/30/83","10:5:48 PM",342.16,19.5362,-155.5763
"447","2/6/83","5:2:32 AM",342.7,19.5362,-155.5763
"448","2/13/83","8:5:32 AM",343.1,19.5362,-155.5763
"449","2/20/83","8:23:02 AM",343.05,19.5362,-155.5763
"450","2/27/83","12:9:10 AM",342.56,19.5362,-155.5763
"451","3/6/83","5:47:16 AM",342.43,19.5362,-155.5763
"452","3/13/83","12:14:42 PM",343.96,19.5362,-155.5763
"453","3/20/83","5:25:30 AM",345.18,19.5362,-155.5763
"454","3/27/83","3:38:56 AM",344.23,19.5362,-155.5763
"455","4/3/83","11:48:12 PM",344.67,19.5362,-155.5763
"456","4/10/83","3:16:18 PM",344.94,19.5362,-155.5763
"457","4/17/83","8:33:27 AM",345.67,19.5362,-155.5763
"458","4/24/83","2:54:30 AM",345.88,19.5362,-155.5763
"459","5/1/83","8:21:20 AM",345.71,19.5362,-155.5763
"460","5/8/83","8:54:38 AM",345.78,19.5362,-155.5763
"461","5/15/83","3:55:16 PM",346.31,19.5362,-155.5763
"462","5/22/83","3:48:14 PM",345.96,19.5362,-155.5763
"463","5/29/83","11:22:58 PM",345.89,19.5362,-155.5763
"464","6/5/83","10:0:34 PM",346.02,19.5362,-155.5763
"465","6/12/83","7:10:44 AM",345.72,19.5362,-155.5763
"466","6/19/83","3:5:38 PM",345.24,19.5362,-155.5763
"467","6/26/83","11:21:51 PM",344.85,19.5362,-155.5763
"468","7/3/83","4:2:34 AM",345.16,19.5362,-155.5763
"469","7/10/83","11:4:12 AM",344.15,19.5362,-155.5763
"470","7/17/83","3:20:26 PM",343.92,19.5362,-155.5763
"471","7/24/83","10:12:17 PM",343.37,19.5362,-155.5763
"472","7/31/83","8:56:19 PM",342.36,19.5362,-155.5763
"473","8/7/83","12:52:17 AM",342.63,19.5362,-155.5763
"474","8/14/83","10:41:13 PM",342.13,19.5362,-155.5763
"475","8/21/83","7:47:05 PM",342.24,19.5362,-155.5763
"476","8/28/83","9:53:03 PM",341.17,19.5362,-155.5763
"477","9/4/83","7:56:57 AM",339.87,19.5362,-155.5763
"478","9/11/83","8:5:51 PM",339.98,19.5362,-155.5763
"479","9/18/83","9:9:21 PM",340.23,19.5362,-155.5763
"480","9/25/83","5:51:05 AM",340.22,19.5362,-155.5763
"481","10/2/83","2:49:08 AM",339.88,19.5362,-155.5763
"482","10/9/83","4:36:29 AM",340.14,19.5362,-155.5763
"483","10/16/83","10:36:44 AM",340.53,19.5362,-155.5763
"484","10/23/83","4:25:38 AM",340.62,19.5362,-155.5763
"485","10/30/83","12:11:56 AM",340.9,19.5362,-155.5763
"486","11/6/83","6:14:56 PM",341.27,19.5362,-155.5763
"487","11/13/83","5:42:26 PM",341.53,19.5362,-155.5763
"488","11/20/83","12:36:33 AM",341.66,19.5362,-155.5763
"489","11/27/83","6:8:00 AM",342.26,19.5362,-155.5763
"490","12/4/83","1:12:16 AM",342.44,19.5362,-155.5763
"491","12/11/83","5:46:05 PM",342.89,19.5362,-155.5763
"492","12/18/83","6:46:57 PM",343.45,19.5362,-155.5763
"493","12/25/83","4:23:41 PM",343.68,19.5362,-155.5763
"494","1/1/84","3:18:19 AM",344,19.5362,-155.5763
"495","1/8/84","9:9:00 PM",343.74,19.5362,-155.5763
"496","1/15/84","11:3:26 AM",343.95,19.5362,-155.5763
"497","1/22/84","5:23:24 PM",344.33,19.5362,-155.5763
"498","1/29/84","4:30:40 AM",344.57,19.5362,-155.5763
"499","2/5/84","1:53:00 AM",344.85,19.5362,-155.5763
"500","2/12/84","9:47:06 PM",344.65,19.5362,-155.5763
"501","2/19/84","4:6:41 AM",344.99,19.5362,-155.5763
"502","2/26/84","6:15:32 PM",344.83,19.5362,-155.5763
"503","3/4/84","7:44:00 AM",345.17,19.5362,-155.5763
"504","3/11/84","9:52:18 AM",345.29,19.5362,-155.5763
"505","3/18/84","8:45:39 AM",345.65,19.5362,-155.5763
"506","3/25/84","9:11:03 AM",346.17,19.5362,-155.5763
"507","4/29/84","3:56:00 PM",347.62,19.5362,-155.5763
"508","5/6/84","9:50:58 AM",346.85,19.5362,-155.5763
"509","5/13/84","2:58:34 AM",348.02,19.5362,-155.5763
"510","5/20/84","7:18:52 AM",347.33,19.5362,-155.5763
"511","5/27/84","12:26:37 AM",347.48,19.5362,-155.5763
"512","6/3/84","7:10:51 PM",347.18,19.5362,-155.5763
"513","6/10/84","3:0:57 AM",347.31,19.5362,-155.5763
"514","6/17/84","1:15:15 AM",346.84,19.5362,-155.5763
"515","6/24/84","12:8:00 PM",346.49,19.5362,-155.5763
"516","7/1/84","9:18:52 PM",346.23,19.5362,-155.5763
"517","7/8/84","5:15:44 PM",346.03,19.5362,-155.5763
"518","7/15/84","12:47:07 PM",345.58,19.5362,-155.5763
"519","7/22/84","2:4:50 PM",344.82,19.5362,-155.5763
"520","7/29/84","5:1:30 PM",344.5,19.5362,-155.5763
"521","8/5/84","6:50:49 AM",344.41,19.5362,-155.5763
"522","8/12/84","12:9:41 PM",343.1,19.5362,-155.5763
"523","8/19/84","8:1:50 AM",342.29,19.5362,-155.5763
"524","8/26/84","3:23:38 PM",342.27,19.5362,-155.5763
"525","9/2/84","1:1:27 AM",341.15,19.5362,-155.5763
"526","9/9/84","8:48:48 PM",341.45,19.5362,-155.5763
"527","9/16/84","12:6:36 AM",341.55,19.5362,-155.5763
"528","9/23/84","1:30:47 PM",341.14,19.5362,-155.5763
"529","9/30/84","9:10:56 AM",341.42,19.5362,-155.5763
"530","10/7/84","1:37:20 PM",341.29,19.5362,-155.5763
"531","10/14/84","12:23:46 PM",341.63,19.5362,-155.5763
"532","10/21/84","10:7:36 AM",341.9,19.5362,-155.5763
"533","10/28/84","3:48:43 PM",342.09,19.5362,-155.5763
"534","11/4/84","8:22:25 AM",342.61,19.5362,-155.5763
"535","11/11/84","12:28:17 AM",343.02,19.5362,-155.5763
"536","11/18/84","9:37:41 AM",343.33,19.5362,-155.5763
"537","11/25/84","2:41:37 AM",343.9,19.5362,-155.5763
"538","12/2/84","10:57:17 PM",344.01,19.5362,-155.5763
"539","12/9/84","9:54:27 PM",344.53,19.5362,-155.5763
"540","12/16/84","12:53:30 PM",344.78,19.5362,-155.5763
"541","12/23/84","11:3:17 PM",344.86,19.5362,-155.5763
"542","12/30/84","2:12:27 PM",345.04,19.5362,-155.5763
"543","1/6/85","8:8:03 AM",345.36,19.5362,-155.5763
"544","1/13/85","12:2:59 PM",345.27,19.5362,-155.5763
"545","1/20/85","10:40:34 PM",345.12,19.5362,-155.5763
"546","1/27/85","2:39:20 AM",345.61,19.5362,-155.5763
"547","2/3/85","11:43:52 AM",345.87,19.5362,-155.5763
"548","2/10/85","7:1:18 AM",345.66,19.5362,-155.5763
"549","2/17/85","10:57:14 PM",346.31,19.5362,-155.5763
"550","2/24/85","10:10:22 PM",346.66,19.5362,-155.5763
"551","3/3/85","7:21:15 PM",347.31,19.5362,-155.5763
"552","3/10/85","4:42:46 PM",347.55,19.5362,-155.5763
"553","3/17/85","2:42:55 PM",347.67,19.5362,-155.5763
"554","3/24/85","11:57:05 AM",348.19,19.5362,-155.5763
"555","3/31/85","1:11:05 AM",348.46,19.5362,-155.5763
"556","4/7/85","6:21:08 AM",348,19.5362,-155.5763
"557","4/14/85","6:57:21 PM",347.83,19.5362,-155.5763
"558","4/21/85","7:40:11 AM",348.28,19.5362,-155.5763
"559","4/28/85","8:4:39 AM",348.94,19.5362,-155.5763
"560","5/5/85","10:53:55 AM",349.1,19.5362,-155.5763
"561","5/12/85","3:33:22 AM",349.13,19.5362,-155.5763
"562","5/19/85","11:33:10 AM",348.6,19.5362,-155.5763
"563","5/26/85","4:9:51 PM",348.91,19.5362,-155.5763
"564","6/2/85","2:50:06 PM",349.01,19.5362,-155.5763
"565","6/9/85","8:16:43 PM",348.34,19.5362,-155.5763
"566","6/16/85","7:42:49 AM",348.29,19.5362,-155.5763
"567","6/23/85","11:45:05 PM",347.95,19.5362,-155.5763
"568","6/30/85","12:51:01 AM",347.2,19.5362,-155.5763
"569","7/7/85","3:4:19 AM",346.96,19.5362,-155.5763
"570","7/14/85","6:39:59 AM",346.91,19.5362,-155.5763
"571","7/21/85","8:4:24 AM",346.37,19.5362,-155.5763
"572","7/28/85","9:22:59 PM",345.54,19.5362,-155.5763
"573","8/4/85","11:6:58 PM",345.03,19.5362,-155.5763
"574","8/11/85","6:23:50 PM",344.43,19.5362,-155.5763
"575","8/18/85","2:2:03 AM",344.66,19.5362,-155.5763
"576","8/25/85","12:32:59 PM",344.72,19.5362,-155.5763
"577","9/1/85","4:54:58 AM",344.07,19.5362,-155.5763
"578","9/8/85","2:59:05 AM",343.67,19.5362,-155.5763
"579","9/15/85","2:48:04 PM",343.05,19.5362,-155.5763
"580","9/22/85","1:32:58 PM",342.3,19.5362,-155.5763
"581","9/29/85","5:5:14 PM",342.29,19.5362,-155.5763
"582","10/6/85","11:11:53 AM",342.88,19.5362,-155.5763
"583","10/13/85","5:43:36 AM",342.95,19.5362,-155.5763
"584","10/20/85","1:33:30 PM",343.5,19.5362,-155.5763
"585","10/27/85","8:0:38 PM",343.68,19.5362,-155.5763
"586","11/3/85","4:9:50 PM",343.71,19.5362,-155.5763
"587","11/10/85","1:44:10 AM",344.32,19.5362,-155.5763
"588","11/17/85","1:7:12 AM",344.64,19.5362,-155.5763
"589","11/24/85","4:56:58 AM",345.16,19.5362,-155.5763
"590","12/1/85","3:30:48 AM",345.29,19.5362,-155.5763
"591","12/8/85","4:52:09 AM",345.91,19.5362,-155.5763
"592","12/15/85","8:30:34 AM",345.77,19.5362,-155.5763
"593","12/22/85","6:9:54 AM",345.96,19.5362,-155.5763
"594","12/29/85","12:49:42 AM",346.6,19.5362,-155.5763
"595","1/5/86","7:28:39 PM",346.52,19.5362,-155.5763
"596","1/12/86","5:4:47 AM",346.36,19.5362,-155.5763
"597","1/19/86","3:59:02 AM",346.79,19.5362,-155.5763
"598","1/26/86","9:59:32 PM",346.49,19.5362,-155.5763
"599","2/2/86","6:58:06 PM",346.72,19.5362,-155.5763
"600","2/9/86","3:14:20 AM",347.11,19.5362,-155.5763
"601","2/16/86","7:5:35 PM",347.4,19.5362,-155.5763
"602","2/23/86","10:45:25 AM",347.43,19.5362,-155.5763
"603","3/2/86","11:40:45 PM",346.83,19.5362,-155.5763
"604","3/9/86","3:52:44 PM",347.4,19.5362,-155.5763
"605","3/16/86","1:27:06 AM",348.56,19.5362,-155.5763
"606","3/23/86","2:38:12 AM",349.25,19.5362,-155.5763
"607","3/30/86","11:45:30 PM",348.99,19.5362,-155.5763
"608","4/6/86","12:11:39 PM",349.79,19.5362,-155.5763
"609","4/13/86","4:11:24 PM",349.53,19.5362,-155.5763
"610","4/20/86","4:41:15 AM",350.08,19.5362,-155.5763
"611","4/27/86","12:14:28 AM",350.71,19.5362,-155.5763
"612","5/4/86","7:0:50 PM",350.5,19.5362,-155.5763
"613","5/11/86","8:20:26 AM",350.54,19.5362,-155.5763
"614","5/18/86","2:12:31 AM",350.62,19.5362,-155.5763
"615","5/25/86","3:30:37 AM",350.32,19.5362,-155.5763
"616","6/1/86","8:41:11 PM",350.36,19.5362,-155.5763
"617","6/8/86","11:37:47 PM",350.09,19.5362,-155.5763
"618","6/15/86","9:50:27 PM",349.91,19.5362,-155.5763
"619","6/22/86","9:45:25 AM",349.48,19.5362,-155.5763
"620","6/29/86","7:29:25 PM",349.06,19.5362,-155.5763
"621","7/6/86","7:20:17 PM",348.43,19.5362,-155.5763
"622","7/13/86","12:39:28 AM",347.77,19.5362,-155.5763
"623","7/20/86","2:38:26 PM",347.83,19.5362,-155.5763
"624","7/27/86","8:52:09 PM",347.27,19.5362,-155.5763
"625","8/3/86","2:25:29 PM",346.62,19.5362,-155.5763
"626","8/10/86","5:8:06 PM",346.14,19.5362,-155.5763
"627","8/17/86","7:10:54 AM",345.69,19.5362,-155.5763
"628","8/24/86","5:11:17 AM",345.78,19.5362,-155.5763
"629","8/31/86","9:40:34 AM",344.39,19.5362,-155.5763
"630","9/7/86","11:27:59 AM",345.22,19.5362,-155.5763
"631","9/14/86","2:10:55 PM",345.67,19.5362,-155.5763
"632","9/21/86","9:50:45 PM",344.54,19.5362,-155.5763
"633","9/28/86","12:25:08 PM",344.73,19.5362,-155.5763
"634","10/5/86","6:32:37 PM",344.15,19.5362,-155.5763
"635","10/12/86","12:38:54 PM",344.36,19.5362,-155.5763
"636","10/19/86","4:6:39 PM",344.37,19.5362,-155.5763
"637","10/26/86","2:3:54 PM",345.23,19.5362,-155.5763
"638","11/2/86","6:18:40 AM",345.45,19.5362,-155.5763
"639","11/9/86","1:44:31 AM",345.9,19.5362,-155.5763
"640","11/16/86","4:21:23 PM",345.79,19.5362,-155.5763
"641","11/23/86","5:17:04 AM",346.25,19.5362,-155.5763
"642","11/30/86","2:8:42 PM",346.86,19.5362,-155.5763
"643","12/7/86","6:23:25 AM",347.04,19.5362,-155.5763
"644","12/14/86","6:56:15 AM",347.05,19.5362,-155.5763
"645","12/21/86","9:53:42 AM",347.54,19.5362,-155.5763
"646","12/28/86","2:40:35 PM",347.5,19.5362,-155.5763
"647","1/4/87","2:58:51 PM",347.87,19.5362,-155.5763
"648","1/11/87","2:31:41 AM",348.83,19.5362,-155.5763
"649","1/18/87","4:29:08 PM",348.5,19.5362,-155.5763
"650","1/25/87","9:24:27 AM",348.55,19.5362,-155.5763
"651","2/1/87","10:8:50 PM",348.51,19.5362,-155.5763
"652","2/8/87","7:19:04 AM",348.18,19.5362,-155.5763
"653","2/15/87","3:6:11 AM",348.85,19.5362,-155.5763
"654","2/22/87","8:1:12 AM",349.28,19.5362,-155.5763
"655","3/1/87","6:9:57 AM",349.23,19.5362,-155.5763
"656","3/8/87","10:57:17 AM",349.17,19.5362,-155.5763
"657","3/15/87","6:34:22 PM",349.94,19.5362,-155.5763
"658","3/22/87","10:43:17 AM",350.32,19.5362,-155.5763
"659","3/29/87","10:57:55 PM",351.35,19.5362,-155.5763
"660","4/5/87","4:15:49 AM",350.94,19.5362,-155.5763
"661","4/12/87","9:16:54 PM",351.06,19.5362,-155.5763
"662","4/19/87","11:32:23 PM",351.62,19.5362,-155.5763
"663","4/26/87","8:10:51 PM",351.54,19.5362,-155.5763
"664","5/3/87","7:59:26 AM",352.43,19.5362,-155.5763
"665","5/10/87","4:59:29 AM",352.13,19.5362,-155.5763
"666","5/17/87","2:25:30 PM",352.04,19.5362,-155.5763
"667","5/24/87","6:19:36 AM",352.17,19.5362,-155.5763
"668","5/31/87","7:41:08 AM",352.14,19.5362,-155.5763
"669","6/7/87","3:9:55 AM",351.81,19.5362,-155.5763
"670","6/14/87","11:56:03 AM",351.34,19.5362,-155.5763
"671","6/21/87","10:30:17 PM",351.45,19.5362,-155.5763
"672","6/28/87","10:7:31 PM",350.51,19.5362,-155.5763
"673","7/5/87","5:20:54 PM",350.22,19.5362,-155.5763
"674","7/12/87","12:45:04 PM",349.79,19.5362,-155.5763
"675","7/19/87","9:4:25 PM",349.74,19.5362,-155.5763
"676","7/26/87","5:52:07 AM",349.79,19.5362,-155.5763
"677","8/2/87","5:55:31 PM",347.95,19.5362,-155.5763
"678","8/9/87","11:47:29 AM",348.52,19.5362,-155.5763
"679","8/16/87","5:49:57 AM",348.32,19.5362,-155.5763
"680","8/23/87","5:40:04 PM",346.72,19.5362,-155.5763
"681","8/30/87","11:41:42 PM",347.21,19.5362,-155.5763
"682","9/6/87","9:54:07 AM",346.56,19.5362,-155.5763
"683","9/13/87","3:14:16 PM",346.67,19.5362,-155.5763
"684","9/20/87","8:32:00 PM",345.68,19.5362,-155.5763
"685","9/27/87","9:12:45 PM",346.27,19.5362,-155.5763
"686","10/4/87","1:31:03 PM",346.65,19.5362,-155.5763
"687","10/11/87","12:13:06 AM",346.68,19.5362,-155.5763
"688","10/18/87","6:50:25 AM",346.88,19.5362,-155.5763
"689","10/25/87","2:35:39 AM",346.82,19.5362,-155.5763
"690","11/1/87","5:30:58 PM",347.41,19.5362,-155.5763
"691","11/8/87","4:52:14 PM",347.49,19.5362,-155.5763
"692","11/15/87","2:9:39 AM",347.98,19.5362,-155.5763
"693","11/22/87","12:30:06 AM",348.8,19.5362,-155.5763
"694","11/29/87","12:11:54 PM",348.84,19.5362,-155.5763
"695","12/6/87","9:27:32 AM",348.75,19.5362,-155.5763
"696","12/13/87","10:36:50 AM",349.22,19.5362,-155.5763
"697","12/20/87","12:52:18 AM",349.36,19.5362,-155.5763
"698","12/27/87","1:18:54 PM",349.8,19.5362,-155.5763
"699","1/3/88","9:12:12 PM",350.13,19.5362,-155.5763
"700","1/10/88","4:26:38 AM",350.22,19.5362,-155.5763
"701","1/17/88","6:52:47 AM",350.5,19.5362,-155.5763
"702","1/24/88","8:33:25 AM",350.79,19.5362,-155.5763
"703","1/31/88","1:29:00 PM",351.68,19.5362,-155.5763
"704","2/7/88","11:49:41 AM",351.35,19.5362,-155.5763
"705","2/14/88","2:8:44 PM",351.27,19.5362,-155.5763
"706","2/21/88","9:41:22 PM",352.13,19.5362,-155.5763
"707","2/28/88","9:12:53 AM",353.09,19.5362,-155.5763
"708","3/6/88","11:31:11 AM",352.4,19.5362,-155.5763
"709","3/13/88","2:15:32 PM",351.52,19.5362,-155.5763
"710","3/20/88","8:35:11 PM",351.79,19.5362,-155.5763
"711","3/27/88","5:22:40 AM",352.85,19.5362,-155.5763
"712","4/3/88","4:41:02 AM",353.24,19.5362,-155.5763
"713","4/10/88","10:38:24 AM",353.53,19.5362,-155.5763
"714","4/17/88","8:18:31 AM",353.5,19.5362,-155.5763
"715","4/24/88","7:21:14 AM",354.42,19.5362,-155.5763
"716","5/1/88","11:40:54 PM",353.91,19.5362,-155.5763
"717","5/8/88","12:38:10 AM",354.17,19.5362,-155.5763
"718","5/15/88","11:47:26 AM",354.19,19.5362,-155.5763
"719","5/22/88","1:13:02 PM",354.54,19.5362,-155.5763
"720","5/29/88","10:36:38 AM",353.87,19.5362,-155.5763
"721","6/5/88","12:35:49 PM",354.23,19.5362,-155.5763
"722","6/12/88","6:55:22 PM",353.74,19.5362,-155.5763
"723","6/19/88","12:16:01 PM",353.3,19.5362,-155.5763
"724","6/26/88","3:9:10 PM",353.25,19.5362,-155.5763
"725","7/3/88","4:18:24 PM",352.84,19.5362,-155.5763
"726","7/10/88","3:46:00 PM",352.7,19.5362,-155.5763
"727","7/17/88","11:7:10 PM",352.91,19.5362,-155.5763
"728","7/24/88","4:18:15 PM",351.9,19.5362,-155.5763
"729","7/31/88","12:29:06 PM",351.22,19.5362,-155.5763
"730","8/7/88","12:38:04 AM",350.78,19.5362,-155.5763
"731","8/14/88","3:23:25 AM",350.7,19.5362,-155.5763
"732","8/21/88","6:55:28 PM",350.88,19.5362,-155.5763
"733","8/28/88","8:41:50 AM",349.65,19.5362,-155.5763
"734","9/4/88","10:54:28 AM",348.9,19.5362,-155.5763
"735","9/11/88","5:59:16 AM",348.99,19.5362,-155.5763
"736","9/18/88","8:56:53 PM",348.9,19.5362,-155.5763
"737","9/25/88","1:50:39 AM",349.19,19.5362,-155.5763
"738","10/2/88","1:26:14 AM",348.87,19.5362,-155.5763
"739","10/9/88","4:39:46 AM",348.69,19.5362,-155.5763
"740","10/16/88","10:34:17 AM",349.28,19.5362,-155.5763
"741","10/23/88","10:15:03 PM",349.42,19.5362,-155.5763
"742","10/30/88","7:51:59 PM",349.75,19.5362,-155.5763
"743","11/6/88","2:2:14 PM",349.82,19.5362,-155.5763
"744","11/13/88","8:30:00 PM",350.1,19.5362,-155.5763
"745","11/20/88","1:39:32 AM",350.45,19.5362,-155.5763
"746","11/27/88","8:20:11 AM",350.65,19.5362,-155.5763
"747","12/4/88","12:32:28 AM",350.9,19.5362,-155.5763
"748","12/11/88","7:48:27 AM",351.46,19.5362,-155.5763
"749","12/18/88","10:42:31 PM",351.52,19.5362,-155.5763
"750","12/25/88","11:20:04 PM",352.22,19.5362,-155.5763
"751","1/1/89","6:28:28 PM",352.42,19.5362,-155.5763
"752","1/8/89","1:2:41 PM",353.15,19.5362,-155.5763
"753","1/15/89","9:23:48 PM",353.13,19.5362,-155.5763
"754","1/22/89","3:45:03 AM",352.62,19.5362,-155.5763
"755","1/29/89","6:38:06 AM",353.24,19.5362,-155.5763
"756","2/5/89","10:31:11 PM",352.78,19.5362,-155.5763
"757","2/12/89","5:13:05 PM",353.36,19.5362,-155.5763
"758","2/19/89","1:10:24 AM",353.43,19.5362,-155.5763
"759","2/26/89","3:2:26 AM",353.75,19.5362,-155.5763
"760","3/5/89","1:22:14 AM",353.33,19.5362,-155.5763
"761","3/12/89","1:2:06 PM",353.34,19.5362,-155.5763
"762","3/19/89","10:8:09 PM",353.99,19.5362,-155.5763
"763","3/26/89","10:2:04 PM",354.74,19.5362,-155.5763
"764","4/2/89","5:15:03 AM",354.61,19.5362,-155.5763
"765","4/9/89","12:7:05 AM",355.37,19.5362,-155.5763
"766","4/16/89","4:5:16 AM",356.04,19.5362,-155.5763
"767","4/23/89","7:26:17 PM",356.29,19.5362,-155.5763
"768","4/30/89","4:0:19 AM",355.76,19.5362,-155.5763
"769","5/7/89","2:28:32 PM",355.69,19.5362,-155.5763
"770","5/14/89","9:31:20 AM",356.09,19.5362,-155.5763
"771","5/21/89","3:19:08 PM",355.98,19.5362,-155.5763
"772","5/28/89","8:35:51 AM",356.14,19.5362,-155.5763
"773","6/4/89","7:22:00 AM",355.62,19.5362,-155.5763
"774","6/11/89","7:24:01 PM",355.27,19.5362,-155.5763
"775","6/18/89","10:26:26 PM",354.98,19.5362,-155.5763
"776","6/25/89","9:53:53 PM",354.9,19.5362,-155.5763
"777","7/2/89","12:44:59 AM",354.75,19.5362,-155.5763
"778","7/9/89","1:28:41 AM",354.44,19.5362,-155.5763
"779","7/16/89","11:40:34 PM",353.58,19.5362,-155.5763
"780","7/23/89","9:2:30 AM",353.24,19.5362,-155.5763
"781","7/30/89","5:17:26 PM",353.19,19.5362,-155.5763
"782","8/6/89","2:53:55 PM",352.57,19.5362,-155.5763
"783","8/13/89","11:33:23 AM",351.18,19.5362,-155.5763
"784","8/20/89","5:51:07 AM",350.58,19.5362,-155.5763
"785","8/27/89","7:44:41 PM",350.51,19.5362,-155.5763
"786","9/3/89","5:53:14 AM",350.86,19.5362,-155.5763
"787","9/10/89","1:48:20 AM",349.49,19.5362,-155.5763
"788","9/17/89","4:6:25 PM",349.52,19.5362,-155.5763
"789","9/24/89","2:22:47 AM",349.92,19.5362,-155.5763
"790","10/1/89","10:59:28 AM",350.24,19.5362,-155.5763
"791","10/8/89","5:17:51 PM",349.87,19.5362,-155.5763
"792","10/15/89","1:12:03 PM",350.28,19.5362,-155.5763
"793","10/22/89","4:51:59 PM",350.66,19.5362,-155.5763
"794","10/29/89","1:38:44 PM",350.64,19.5362,-155.5763
"795","11/5/89","9:10:15 PM",351.23,19.5362,-155.5763
"796","11/12/89","9:2:03 PM",351.6,19.5362,-155.5763
"797","11/19/89","4:3:40 AM",351.72,19.5362,-155.5763
"798","11/26/89","2:26:01 AM",352.03,19.5362,-155.5763
"799","12/3/89","5:52:30 AM",352.43,19.5362,-155.5763
"800","12/10/89","4:35:09 PM",353.08,19.5362,-155.5763
"801","12/17/89","2:46:16 PM",352.84,19.5362,-155.5763
"802","12/24/89","1:2:58 PM",352.97,19.5362,-155.5763
"803","12/31/89","4:17:27 PM",353.55,19.5362,-155.5763
"804","1/7/90","5:17:23 AM",353.5,19.5362,-155.5763
"805","1/14/90","5:7:54 PM",353.9,19.5362,-155.5763
"806","1/21/90","12:59:49 AM",354.01,19.5362,-155.5763
"807","1/28/90","10:49:25 PM",354.31,19.5362,-155.5763
"808","2/4/90","3:32:11 PM",354.65,19.5362,-155.5763
"809","2/11/90","12:8:19 PM",355.05,19.5362,-155.5763
"810","2/18/90","2:41:50 AM",355.13,19.5362,-155.5763
"811","2/25/90","2:49:58 PM",355.09,19.5362,-155.5763
"812","3/4/90","8:25:14 AM",355.57,19.5362,-155.5763
"813","3/11/90","5:43:45 PM",355.77,19.5362,-155.5763
"814","3/18/90","4:36:30 AM",355.42,19.5362,-155.5763
"815","3/25/90","10:38:59 AM",355.91,19.5362,-155.5763
"816","4/1/90","6:28:35 PM",356.09,19.5362,-155.5763
"817","4/8/90","11:12:20 PM",356.1,19.5362,-155.5763
"818","4/15/90","9:57:30 AM",356.11,19.5362,-155.5763
"819","4/22/90","4:30:17 AM",356.84,19.5362,-155.5763
"820","4/29/90","1:40:00 PM",356.83,19.5362,-155.5763
"821","5/6/90","7:41:33 AM",357.55,19.5362,-155.5763
"822","5/13/90","11:5:56 PM",357.21,19.5362,-155.5763
"823","5/20/90","9:39:30 PM",357.29,19.5362,-155.5763
"824","5/27/90","3:30:27 AM",357.33,19.5362,-155.5763
"825","6/3/90","1:52:54 AM",356.89,19.5362,-155.5763
"826","6/10/90","2:19:24 AM",356.18,19.5362,-155.5763
"827","6/17/90","1:44:08 PM",356.09,19.5362,-155.5763
"828","6/24/90","5:17:07 PM",355.8,19.5362,-155.5763
"829","7/1/90","11:21:45 AM",355.99,19.5362,-155.5763
"830","7/8/90","2:15:42 AM",354.99,19.5362,-155.5763
"831","7/15/90","7:7:11 PM",354.14,19.5362,-155.5763
"832","7/22/90","6:3:16 AM",354.97,19.5362,-155.5763
"833","7/29/90","9:14:51 PM",353.94,19.5362,-155.5763
"834","8/5/90","11:8:38 PM",353.29,19.5362,-155.5763
"835","8/12/90","5:15:39 PM",353.18,19.5362,-155.5763
"836","8/19/90","4:1:31 AM",352.59,19.5362,-155.5763
"837","8/26/90","10:15:06 AM",351.72,19.5362,-155.5763
"838","9/2/90","8:12:09 PM",351.1,19.5362,-155.5763
"839","9/9/90","6:32:21 AM",351.11,19.5362,-155.5763
"840","9/16/90","8:48:27 PM",351.61,19.5362,-155.5763
"841","9/23/90","10:24:56 AM",351.26,19.5362,-155.5763
"842","9/30/90","8:28:43 PM",351.3,19.5362,-155.5763
"843","10/7/90","10:4:11 AM",351.42,19.5362,-155.5763
"844","10/14/90","2:27:16 AM",351.53,19.5362,-155.5763
"845","10/21/90","3:57:34 PM",351.65,19.5362,-155.5763
"846","10/28/90","2:32:18 AM",352.25,19.5362,-155.5763
